60.0,2410569.4735541623,6266702.34682702
61.0,2397298.2301064227,6229602.615535109
62.0,2384369.530559151,6193274.407885442
63.0,2371774.763433603,6157695.2541446565
64.0,2359505.6643487527,6122843.685937229
65.0,2347554.298582121,6088699.178258119
66.0,2335913.0446513332,6055242.095600485
67.0,2324574.5788511313,6022453.6418543095
68.0,2313531.8606846943,5990315.813664723
69.0,2302778.1191321523,5958811.356968395
70.0,2292306.8397027072,5927923.726452232
71.0,2282111.7522206586,5897637.047702972
72.0,2272186.8192985975,5867936.081836501
73.0,2262526.225454451,5838806.192415431
74.0,2253124.366831726,5810233.31447987
75.0,2243975.841485294,5782203.925532311
76.0,2235075.4401973216,5754705.018330624
77.0,2226418.137790633,5727724.075356481
78.0,2217999.084908713,5701249.044836914
79.0,2209813.600233819,5675268.318207568
80.0,2201857.163116548,5649770.708915232
81.0,2194125.4065919025,5624745.4324654015
82.0,2186614.110758698,5600182.087628645
83.0,2179319.196500532,5576070.63872595
84.0,2172236.71952813,5552401.398919971
85.0,2165362.864724122,5529165.014444596
86.0,2158693.9407725665,5506352.449710492
87.0,2152226.3750566393,5483954.973228977
88.0,2145956.7088091434,5461964.144301239
89.0,2139881.5925012315,5440371.800423455
90.0,2133997.781455884,5419170.045362315
91.0,2128302.1316734967,5398351.237858848
92.0,2122791.5958575723,5377907.980921113
93.0,2117463.219629572,5357833.11166973
94.0,2112314.137922296,5338119.69170212
95.0,2107341.5715421853,5318760.997944423
96.0,2102542.8238912406,5299750.513961601
97.0,2097915.2778400155,5281081.921698755
98.0,2093456.3927435325,5262749.093628138
99.0,2089163.7015925967,5244746.085278475
100.0,2085034.8082932597,5227067.128124292
101.0,2081067.385067821,5209706.622814979
102.0,2077259.169970963,5192659.13272413
103.0,2073607.9645151154,5175919.3778013475
104.0,2070111.6313994639,5159482.228709742
105.0,2066768.092337258,5143342.701233206
106.0,2063575.3259765415,5127495.950939005
107.0,2060531.365909549,5111937.26808169
108.0,2057634.2987663911,5096662.072735511
109.0,2054882.2623888494,5081665.91014314
